shum,lon,lat
0.002953386,-120.4549,38.57567
0.001954636,-120.094,38.62627
0.002794636,-120.5208,38.8577
0.002195886,-120.1582,38.90858
0.002242136,-119.795,38.9581
0.002408386,-120.223,39.19109
0.0024996358,-119.8581,39.24089
0.002280886,-120.2885,39.4738
0.002889636,-119.9218,39.5239
0.001764361,-120.4549,38.57567
0.0012856112,-120.094,38.62627
0.001794361,-120.5208,38.8577
0.0014568612,-120.1582,38.90858
0.0015806111,-119.795,38.9581
0.0015781111,-120.223,39.19109
0.0017818611,-119.8581,39.24089
0.0015793613,-120.2885,39.4738
0.0018743611,-119.9218,39.5239
0.003883119,-120.4549,38.57567
0.0026881187,-120.094,38.62627
0.003820619,-120.5208,38.8577
0.0028456189,-120.1582,38.90858
0.0029531189,-119.795,38.9581
0.0032193689,-120.223,39.19109
0.002935619,-119.8581,39.24089
0.002811869,-120.2885,39.4738
0.002979369,-119.9218,39.5239
0.0037472327,-120.4549,38.57567
0.002068483,-120.094,38.62627
0.0036272332,-120.5208,38.8577
0.002357233,-120.1582,38.90858
0.0024584832,-119.795,38.9581
0.002660983,-120.223,39.19109
0.002473483,-119.8581,39.24089
0.002257233,-120.2885,39.4738
0.0028409828,-119.9218,39.5239
0.0036469707,-120.4549,38.57567
0.0022469708,-120.094,38.62627
0.0032732205,-120.5208,38.8577
0.0024332206,-120.1582,38.90858
0.0026382208,-119.795,38.9581
0.002590721,-120.223,39.19109
0.0025494706,-119.8581,39.24089
0.0022844705,-120.2885,39.4738
0.0028994707,-119.9218,39.5239
0.003563804,-120.4549,38.57567
0.0018225539,-120.094,38.62627
0.0032775542,-120.5208,38.8577
0.001913804,-120.1582,38.90858
0.001750054,-119.795,38.9581
0.002311304,-120.223,39.19109
0.001817554,-119.8581,39.24089
0.0018450539,-120.2885,39.4738
0.002173804,-119.9218,39.5239
0.0050792284,-120.4549,38.57567
0.0047454783,-120.094,38.62627
0.005507978,-120.5208,38.8577
0.004731728,-120.1582,38.90858
0.0035579782,-119.795,38.9581
0.0049004783,-120.223,39.19109
0.0038004783,-119.8581,39.24089
0.0047192285,-120.2885,39.4738
0.0034017279,-119.9218,39.5239
0.0060906587,-120.4549,38.57567
0.0053606587,-120.094,38.62627
0.0070069088,-120.5208,38.8577
0.005268159,-120.1582,38.90858
0.004826909,-119.795,38.9581
0.005413159,-120.223,39.19109
0.0047544087,-119.8581,39.24089
0.0051456587,-120.2885,39.4738
0.004198159,-119.9218,39.5239
0.005511058,-120.4549,38.57567
0.0044835582,-120.094,38.62627
0.006972308,-120.5208,38.8577
0.0046210582,-120.1582,38.90858
0.0043310584,-119.795,38.9581
0.004992308,-120.223,39.19109
0.0043835584,-119.8581,39.24089
0.004409808,-120.2885,39.4738
0.004097308,-119.9218,39.5239
0.0062013175,-120.4549,38.57567
0.0040000672,-120.094,38.62627
0.0064600674,-120.5208,38.8577
0.0040763174,-120.1582,38.90858
0.0038438179,-119.795,38.9581
0.0046825674,-120.223,39.19109
0.0039488175,-119.8581,39.24089
0.0038313176,-120.2885,39.4738
0.0039163176,-119.9218,39.5239
0.006430488,-120.4549,38.57567
0.003899238,-120.094,38.62627
0.0063092383,-120.5208,38.8577
0.0041929884,-120.1582,38.90858
0.003941738,-119.795,38.9581
0.0046917386,-120.223,39.19109
0.004145488,-119.8581,39.24089
0.004317988,-120.2885,39.4738
0.0044379886,-119.9218,39.5239
0.0064064264,-120.4549,38.57567
0.0039576767,-120.094,38.62627
0.0063089267,-120.5208,38.8577
0.0039514266,-120.1582,38.90858
0.003052677,-119.795,38.9581
0.0046389266,-120.223,39.19109
0.003412677,-119.8581,39.24089
0.003933927,-120.2885,39.4738
0.003850177,-119.9218,39.5239
0.0066272845,-120.4549,38.57567
0.0044247843,-120.094,38.62627
0.006387284,-120.5208,38.8577
0.004504784,-120.1582,38.90858
0.003803534,-119.795,38.9581
0.004891034,-120.223,39.19109
0.004003534,-119.8581,39.24089
0.0044022836,-120.2885,39.4738
0.004143534,-119.9218,39.5239
0.006310802,-120.4549,38.57567
0.004104552,-120.094,38.62627
0.0061745513,-120.5208,38.8577
0.004389552,-120.1582,38.90858
0.004322052,-119.795,38.9581
0.004703302,-120.223,39.19109
0.004437052,-119.8581,39.24089
0.004405802,-120.2885,39.4738
0.0047445525,-119.9218,39.5239
0.0048697884,-120.4549,38.57567
0.0024872886,-120.094,38.62627
0.0044822884,-120.5208,38.8577
0.0026847883,-120.1582,38.90858
0.0030060383,-119.795,38.9581
0.0028635385,-120.223,39.19109
0.0030622885,-119.8581,39.24089
0.0027785385,-120.2885,39.4738
0.0039410386,-119.9218,39.5239
0.0045576505,-120.4549,38.57567
0.0014639009,-120.094,38.62627
0.004076401,-120.5208,38.8577
0.001623901,-120.1582,38.90858
0.002033901,-119.795,38.9581
0.002153901,-120.223,39.19109
0.002125151,-119.8581,39.24089
0.0015564009,-120.2885,39.4738
0.003597651,-119.9218,39.5239
0.005344974,-120.4549,38.57567
0.0029249736,-120.094,38.62627
0.0053349743,-120.5208,38.8577
0.003203724,-120.1582,38.90858
0.0025537238,-119.795,38.9581
0.0038699736,-120.223,39.19109
0.003052474,-119.8581,39.24089
0.0033224737,-120.2885,39.4738
0.0035862238,-119.9218,39.5239
0.0076693418,-120.4549,38.57567
0.005088092,-120.094,38.62627
0.007459342,-120.5208,38.8577
0.005223092,-120.1582,38.90858
0.004818092,-119.795,38.9581
0.005515592,-120.223,39.19109
0.0049568415,-119.8581,39.24089
0.0052455915,-120.2885,39.4738
0.005130592,-119.9218,39.5239
0.0070145503,-120.4549,38.57567
0.0045608007,-120.094,38.62627
0.006628301,-120.5208,38.8577
0.004722051,-120.1582,38.90858
0.0043383003,-119.795,38.9581
0.0050333003,-120.223,39.19109
0.0043870504,-119.8581,39.24089
0.004672051,-120.2885,39.4738
0.0045995503,-119.9218,39.5239
0.005964209,-120.4549,38.57567
0.0039804587,-120.094,38.62627
0.0057479586,-120.5208,38.8577
0.004126709,-120.1582,38.90858
0.004216709,-119.795,38.9581
0.004484209,-120.223,39.19109
0.0041742087,-119.8581,39.24089
0.004056709,-120.2885,39.4738
0.0043954584,-119.9218,39.5239
0.0044038114,-120.4549,38.57567
0.0024788117,-120.094,38.62627
0.0042400616,-120.5208,38.8577
0.0027513118,-120.1582,38.90858
0.0029813116,-119.795,38.9581
0.0032575617,-120.223,39.19109
0.0030550612,-119.8581,39.24089
0.0028050616,-120.2885,39.4738
0.0033075614,-119.9218,39.5239
0.003326056,-120.4549,38.57567
0.001296056,-120.094,38.62627
0.0028535558,-120.5208,38.8577
0.001438556,-120.1582,38.90858
0.0018423058,-119.795,38.9581
0.002044806,-120.223,39.19109
0.0018698061,-119.8581,39.24089
0.0016460558,-120.2885,39.4738
0.0025723057,-119.9218,39.5239
0.0024976195,-120.4549,38.57567
0.0010001196,-120.094,38.62627
0.0021376198,-120.5208,38.8577
0.0012851194,-120.1582,38.90858
0.0014951196,-119.795,38.9581
0.0017826195,-120.223,39.19109
0.0015901194,-119.8581,39.24089
0.0013901195,-120.2885,39.4738
0.0022601194,-119.9218,39.5239
0.0032820376,-120.4549,38.57567
0.0020620371,-120.094,38.62627
0.0031970371,-120.5208,38.8577
0.0021132873,-120.1582,38.90858
0.0017520373,-119.795,38.9581
0.0026095372,-120.223,39.19109
0.0021032873,-119.8581,39.24089
0.002332037,-120.2885,39.4738
0.0023895372,-119.9218,39.5239
0.005513183,-120.4549,38.57567
0.0031656828,-120.094,38.62627
0.0054469327,-120.5208,38.8577
0.0033631828,-120.1582,38.90858
0.0028306828,-119.795,38.9581
0.0040619327,-120.223,39.19109
0.0031731827,-119.8581,39.24089
0.003509433,-120.2885,39.4738
0.003124433,-119.9218,39.5239
0.0050219526,-120.4549,38.57567
0.0027257025,-120.094,38.62627
0.005014452,-120.5208,38.8577
0.0031369526,-120.1582,38.90858
0.0028332027,-119.795,38.9581
0.003649453,-120.223,39.19109
0.0032494524,-119.8581,39.24089
0.0033332026,-120.2885,39.4738
0.0033194527,-119.9218,39.5239
0.003837537,-120.4549,38.57567
0.002297537,-120.094,38.62627
0.004053787,-120.5208,38.8577
0.002508787,-120.1582,38.90858
0.0019425369,-119.795,38.9581
0.003152537,-120.223,39.19109
0.0018962871,-119.8581,39.24089
0.002610037,-120.2885,39.4738
0.002353787,-119.9218,39.5239
0.0044686436,-120.4549,38.57567
0.0023248934,-120.094,38.62627
0.0045723934,-120.5208,38.8577
0.0024561435,-120.1582,38.90858
0.0018561436,-119.795,38.9581
0.0035223933,-120.223,39.19109
0.0021423935,-119.8581,39.24089
0.0025411434,-120.2885,39.4738
0.0021573936,-119.9218,39.5239
0.005313319,-120.4549,38.57567
0.0035095697,-120.094,38.62627
0.005042069,-120.5208,38.8577
0.0037045698,-120.1582,38.90858
0.0039695697,-119.795,38.9581
0.0038133196,-120.223,39.19109
0.0039008195,-119.8581,39.24089
0.0036158192,-120.2885,39.4738
0.0039795693,-119.9218,39.5239
0.004230795,-120.4549,38.57567
0.0027082951,-120.094,38.62627
0.0040020454,-120.5208,38.8577
0.0029282954,-120.1582,38.90858
0.003403295,-119.795,38.9581
0.0029770453,-120.223,39.19109
0.0034845453,-119.8581,39.24089
0.0028432952,-120.2885,39.4738
0.0037082953,-119.9218,39.5239
0.004051736,-120.4549,38.57567
0.002067986,-120.094,38.62627
0.0037692362,-120.5208,38.8577
0.002112986,-120.1582,38.90858
0.0019767361,-119.795,38.9581
0.002537986,-120.223,39.19109
0.002171736,-119.8581,39.24089
0.0021617361,-120.2885,39.4738
0.0024617359,-119.9218,39.5239
0.003144607,-120.4549,38.57567
0.002089607,-120.094,38.62627
0.002907107,-120.5208,38.8577
0.002332107,-120.1582,38.90858
0.002392107,-119.795,38.9581
0.0023821068,-120.223,39.19109
0.0025921073,-119.8581,39.24089
0.0022396068,-120.2885,39.4738
0.0025333571,-119.9218,39.5239
0.0026973237,-120.4549,38.57567
0.0015273239,-120.094,38.62627
0.0024510738,-120.5208,38.8577
0.0018248239,-120.1582,38.90858
0.002107324,-119.795,38.9581
0.0019160738,-120.223,39.19109
0.002399824,-119.8581,39.24089
0.0017948238,-120.2885,39.4738
0.0024623238,-119.9218,39.5239
0.0024628185,-120.4549,38.57567
0.0018778184,-120.094,38.62627
0.0023240682,-120.5208,38.8577
0.0018203183,-120.1582,38.90858
0.0019078184,-119.795,38.9581
0.0021503181,-120.223,39.19109
0.0020253183,-119.8581,39.24089
0.0019165684,-120.2885,39.4738
0.0022228183,-119.9218,39.5239
0.0037177498,-120.4549,38.57567
0.0027664998,-120.094,38.62627
0.0037502495,-120.5208,38.8577
0.0029389998,-120.1582,38.90858
0.0029264998,-119.795,38.9581
0.0032902495,-120.223,39.19109
0.0028352498,-119.8581,39.24089
0.002984,-120.2885,39.4738
0.00285525,-119.9218,39.5239
0.004672912,-120.4549,38.57567
0.0030004124,-120.094,38.62627
0.004454162,-120.5208,38.8577
0.0032779125,-120.1582,38.90858
0.0031616623,-119.795,38.9581
0.0034941623,-120.223,39.19109
0.003720412,-119.8581,39.24089
0.0034216621,-120.2885,39.4738
0.0039029121,-119.9218,39.5239
0.0036756634,-120.4549,38.57567
0.0026094134,-120.094,38.62627
0.0034781634,-120.5208,38.8577
0.0029931634,-120.1582,38.90858
0.0029444133,-119.795,38.9581
0.0030244133,-120.223,39.19109
0.0033969132,-119.8581,39.24089
0.0028931634,-120.2885,39.4738
0.003600663,-119.9218,39.5239
0.0036569145,-120.4549,38.57567
0.0035856646,-120.094,38.62627
0.0036369145,-120.5208,38.8577
0.0035719145,-120.1582,38.90858
0.0034406646,-119.795,38.9581
0.0034656646,-120.223,39.19109
0.0036469146,-119.8581,39.24089
0.0038281647,-120.2885,39.4738
0.0039356644,-119.9218,39.5239
0.0046779606,-120.4549,38.57567
0.0030392108,-120.094,38.62627
0.004455461,-120.5208,38.8577
0.0031854608,-120.1582,38.90858
0.0031042108,-119.795,38.9581
0.0033592107,-120.223,39.19109
0.003340461,-119.8581,39.24089
0.0030954606,-120.2885,39.4738
0.003592961,-119.9218,39.5239
0.0035729632,-120.4549,38.57567
0.002195463,-120.094,38.62627
0.003210463,-120.5208,38.8577
0.002311713,-120.1582,38.90858
0.002351713,-119.795,38.9581
0.002530463,-120.223,39.19109
0.0025317129,-119.8581,39.24089
0.002361713,-120.2885,39.4738
0.002800463,-119.9218,39.5239
0.004443806,-120.4549,38.57567
0.0028313063,-120.094,38.62627
0.0047063064,-120.5208,38.8577
0.0030563064,-120.1582,38.90858
0.0023338064,-119.795,38.9581
0.0036713062,-120.223,39.19109
0.0028313065,-119.8581,39.24089
0.0032250565,-120.2885,39.4738
0.0032000563,-119.9218,39.5239
0.004079154,-120.4549,38.57567
0.0018354037,-120.094,38.62627
0.0043616532,-120.5208,38.8577
0.0023204037,-120.1582,38.90858
0.0020829036,-119.795,38.9581
0.0029966538,-120.223,39.19109
0.0024891538,-119.8581,39.24089
0.0025091534,-120.2885,39.4738
0.0030891537,-119.9218,39.5239
0.0033425328,-120.4549,38.57567
0.0017250328,-120.094,38.62627
0.0027937829,-120.5208,38.8577
0.0017225329,-120.1582,38.90858
0.001842533,-119.795,38.9581
0.0022900328,-120.223,39.19109
0.0020462829,-119.8581,39.24089
0.0017787829,-120.2885,39.4738
0.002532533,-119.9218,39.5239
0.003038761,-120.4549,38.57567
0.002391261,-120.094,38.62627
0.002905011,-120.5208,38.8577
0.002392511,-120.1582,38.90858
0.002473761,-119.795,38.9581
0.002567511,-120.223,39.19109
0.002733761,-119.8581,39.24089
0.002465011,-120.2885,39.4738
0.002946261,-119.9218,39.5239
0.0043065,-120.4549,38.57567
0.0024277496,-120.094,38.62627
0.0041752495,-120.5208,38.8577
0.0026927495,-120.1582,38.90858
0.0024914995,-119.795,38.9581
0.0030827494,-120.223,39.19109
0.0027802496,-119.8581,39.24089
0.0027414996,-120.2885,39.4738
0.0030977498,-119.9218,39.5239
0.0047260476,-120.4549,38.57567
0.002596047,-120.094,38.62627
0.004666047,-120.5208,38.8577
0.002887297,-120.1582,38.90858
0.002676047,-119.795,38.9581
0.0034247972,-120.223,39.19109
0.002919797,-119.8581,39.24089
0.0029210472,-120.2885,39.4738
0.0032410473,-119.9218,39.5239
0.003306318,-120.4549,38.57567
0.0018413181,-120.094,38.62627
0.0028763178,-120.5208,38.8577
0.001691318,-120.1582,38.90858
0.0017563179,-119.795,38.9581
0.0018338179,-120.223,39.19109
0.0018813179,-119.8581,39.24089
0.0017075681,-120.2885,39.4738
0.0020138181,-119.9218,39.5239
0.0040153842,-120.4549,38.57567
0.003232884,-120.094,38.62627
0.003919134,-120.5208,38.8577
0.003219134,-120.1582,38.90858
0.0030678841,-119.795,38.9581
0.0032603838,-120.223,39.19109
0.0032003839,-119.8581,39.24089
0.003146634,-120.2885,39.4738
0.0028728838,-119.9218,39.5239
0.003795694,-120.4549,38.57567
0.0021131937,-120.094,38.62627
0.0035606937,-120.5208,38.8577
0.0022606938,-120.1582,38.90858
0.0024481937,-119.795,38.9581
0.002584444,-120.223,39.19109
0.0024506939,-119.8581,39.24089
0.0022656936,-120.2885,39.4738
0.002876944,-119.9218,39.5239
0.0041233534,-120.4549,38.57567
0.0026283534,-120.094,38.62627
0.0040746033,-120.5208,38.8577
0.0027446032,-120.1582,38.90858
0.0026671032,-119.795,38.9581
0.0029621036,-120.223,39.19109
0.0027933535,-119.8581,39.24089
0.0027996034,-120.2885,39.4738
0.0030271034,-119.9218,39.5239
0.004300628,-120.4549,38.57567
0.0030818782,-120.094,38.62627
0.0045318785,-120.5208,38.8577
0.003185628,-120.1582,38.90858
0.0031968781,-119.795,38.9581
0.0035293782,-120.223,39.19109
0.0032543777,-119.8581,39.24089
0.0031281281,-120.2885,39.4738
0.003341878,-119.9218,39.5239
0.0034729082,-120.4549,38.57567
0.0017491583,-120.094,38.62627
0.003604158,-120.5208,38.8577
0.0017779081,-120.1582,38.90858
0.0019379082,-119.795,38.9581
0.0021791582,-120.223,39.19109
0.0021529081,-119.8581,39.24089
0.0018279082,-120.2885,39.4738
0.002417908,-119.9218,39.5239
0.0040445835,-120.4549,38.57567
0.0021108338,-120.094,38.62627
0.0039695837,-120.5208,38.8577
0.002319584,-120.1582,38.90858
0.0020195837,-119.795,38.9581
0.0029083337,-120.223,39.19109
0.0022533336,-119.8581,39.24089
0.002379584,-120.2885,39.4738
0.0021483337,-119.9218,39.5239
0.0037956552,-120.4549,38.57567
0.0023919055,-120.094,38.62627
0.0036319054,-120.5208,38.8577
0.0025331555,-120.1582,38.90858
0.0026406553,-119.795,38.9581
0.0027769057,-120.223,39.19109
0.0026569054,-119.8581,39.24089
0.0025044053,-120.2885,39.4738
0.0029131554,-119.9218,39.5239
0.0024362965,-120.4549,38.57567
0.0023075463,-120.094,38.62627
0.0026437966,-120.5208,38.8577
0.0023262964,-120.1582,38.90858
0.0024387965,-119.795,38.9581
0.0023887965,-120.223,39.19109
0.0024725464,-119.8581,39.24089
0.0022562966,-120.2885,39.4738
0.0028475465,-119.9218,39.5239
0.0027740505,-120.4549,38.57567
0.0021828006,-120.094,38.62627
0.0030153005,-120.5208,38.8577
0.0019428005,-120.1582,38.90858
0.0019640506,-119.795,38.9581
0.0024515507,-120.223,39.19109
0.0020953005,-119.8581,39.24089
0.0020240506,-120.2885,39.4738
0.0029603005,-119.9218,39.5239
0.0030915537,-120.4549,38.57567
0.0024165537,-120.094,38.62627
0.0034203038,-120.5208,38.8577
0.0025290537,-120.1582,38.90858
0.0029415537,-119.795,38.9581
0.0027403038,-120.223,39.19109
0.0030328035,-119.8581,39.24089
0.0025490536,-120.2885,39.4738
0.003551554,-119.9218,39.5239
0.004031498,-120.4549,38.57567
0.002820248,-120.094,38.62627
0.004266498,-120.5208,38.8577
0.002951498,-120.1582,38.90858
0.002718998,-119.795,38.9581
0.003433998,-120.223,39.19109
0.002942748,-119.8581,39.24089
0.003037748,-120.2885,39.4738
0.003366498,-119.9218,39.5239
0.0051518613,-120.4549,38.57567
0.0040793614,-120.094,38.62627
0.005074362,-120.5208,38.8577
0.004265612,-120.1582,38.90858
0.0040106117,-119.795,38.9581
0.0045581115,-120.223,39.19109
0.0041143615,-119.8581,39.24089
0.0041968618,-120.2885,39.4738
0.004115612,-119.9218,39.5239
0.004368822,-120.4549,38.57567
0.0032013217,-120.094,38.62627
0.0046075718,-120.5208,38.8577
0.0035900716,-120.1582,38.90858
0.0033863217,-119.795,38.9581
0.0039450717,-120.223,39.19109
0.003698822,-119.8581,39.24089
0.0037488218,-120.2885,39.4738
0.0042163217,-119.9218,39.5239
0.00511609,-120.4549,38.57567
0.00438859,-120.094,38.62627
0.0054010903,-120.5208,38.8577
0.0046473397,-120.1582,38.90858
0.00428109,-119.795,38.9581
0.0048523396,-120.223,39.19109
0.0044648396,-119.8581,39.24089
0.0046710903,-120.2885,39.4738
0.00474734,-119.9218,39.5239
0.0045331824,-120.4549,38.57567
0.003040682,-120.094,38.62627
0.0049019316,-120.5208,38.8577
0.003335682,-120.1582,38.90858
0.002865682,-119.795,38.9581
0.0034844321,-120.223,39.19109
0.0031444323,-119.8581,39.24089
0.003583182,-120.2885,39.4738
0.003819432,-119.9218,39.5239
0.005268199,-120.4549,38.57567
0.004678199,-120.094,38.62627
0.005481949,-120.5208,38.8577
0.0048019486,-120.1582,38.90858
0.004361949,-119.795,38.9581
0.0049869493,-120.223,39.19109
0.004593199,-119.8581,39.24089
0.0048231985,-120.2885,39.4738
0.004663199,-119.9218,39.5239
0.004592521,-120.4549,38.57567
0.003073771,-120.094,38.62627
0.004847521,-120.5208,38.8577
0.003357521,-120.1582,38.90858
0.003226271,-119.795,38.9581
0.003521271,-120.223,39.19109
0.003282521,-119.8581,39.24089
0.0033937711,-120.2885,39.4738
0.0039012711,-119.9218,39.5239
0.0038304476,-120.4549,38.57567
0.0027829476,-120.094,38.62627
0.0044241976,-120.5208,38.8577
0.0030629477,-120.1582,38.90858
0.0028566974,-119.795,38.9581
0.0033566975,-120.223,39.19109
0.0030891974,-119.8581,39.24089
0.0032816974,-120.2885,39.4738
0.0033079474,-119.9218,39.5239
0.0043265857,-120.4549,38.57567
0.0025040857,-120.094,38.62627
0.004162836,-120.5208,38.8577
0.0027640858,-120.1582,38.90858
0.0026753356,-119.795,38.9581
0.0029640857,-120.223,39.19109
0.0030978357,-119.8581,39.24089
0.0028103357,-120.2885,39.4738
0.0033803356,-119.9218,39.5239
0.0044309576,-120.4549,38.57567
0.0034597076,-120.094,38.62627
0.0047259578,-120.5208,38.8577
0.0034584575,-120.1582,38.90858
0.0032522078,-119.795,38.9581
0.0037097079,-120.223,39.19109
0.0035922078,-119.8581,39.24089
0.0036922076,-120.2885,39.4738
0.0036859578,-119.9218,39.5239
0.00466887,-120.4549,38.57567
0.00275762,-120.094,38.62627
0.00475387,-120.5208,38.8577
0.00302387,-120.1582,38.90858
0.00330512,-119.795,38.9581
0.00339387,-120.223,39.19109
0.00349762,-119.8581,39.24089
0.00314262,-120.2885,39.4738
0.00443012,-119.9218,39.5239
0.0035694595,-120.4549,38.57567
0.0013019596,-120.094,38.62627
0.0040419595,-120.5208,38.8577
0.0014932096,-120.1582,38.90858
0.0019357095,-119.795,38.9581
0.0018444594,-120.223,39.19109
0.0019682096,-119.8581,39.24089
0.0016707095,-120.2885,39.4738
0.0032882094,-119.9218,39.5239
0.0039724135,-120.4549,38.57567
0.0016886637,-120.094,38.62627
0.0041236635,-120.5208,38.8577
0.0018786637,-120.1582,38.90858
0.0016786637,-119.795,38.9581
0.0024036637,-120.223,39.19109
0.0019324138,-119.8581,39.24089
0.0021799137,-120.2885,39.4738
0.0023449138,-119.9218,39.5239
0.002613066,-120.4549,38.57567
0.0015043163,-120.094,38.62627
0.0023005663,-120.5208,38.8577
0.0015193163,-120.1582,38.90858
0.0017818164,-119.795,38.9581
0.0018343164,-120.223,39.19109
0.0018268165,-119.8581,39.24089
0.0016243163,-120.2885,39.4738
0.0017318164,-119.9218,39.5239
0.0016167071,-120.4549,38.57567
0.00092920713,-120.094,38.62627
0.0014067071,-120.5208,38.8577
0.0010804571,-120.1582,38.90858
0.0009704571,-119.795,38.9581
0.001257957,-120.223,39.19109
0.0012304571,-119.8581,39.24089
0.0011754571,-120.2885,39.4738
0.0012029571,-119.9218,39.5239
0.002119951,-120.4549,38.57567
0.002369951,-120.094,38.62627
0.0021687008,-120.5208,38.8577
0.002321201,-120.1582,38.90858
0.0021249508,-119.795,38.9581
0.002573701,-120.223,39.19109
0.002299951,-119.8581,39.24089
0.0024924509,-120.2885,39.4738
0.002297451,-119.9218,39.5239
0.0045345845,-120.4549,38.57567
0.0037220847,-120.094,38.62627
0.0046958346,-120.5208,38.8577
0.0038720844,-120.1582,38.90858
0.0036870847,-119.795,38.9581
0.0039345846,-120.223,39.19109
0.0039845845,-119.8581,39.24089
0.0040158345,-120.2885,39.4738
0.0042158347,-119.9218,39.5239
0.0043051583,-120.4549,38.57567
0.001963909,-120.094,38.62627
0.003242659,-120.5208,38.8577
0.002053909,-120.1582,38.90858
0.002407659,-119.795,38.9581
0.002268909,-120.223,39.19109
0.002578909,-119.8581,39.24089
0.002315159,-120.2885,39.4738
0.002797659,-119.9218,39.5239
0.003639691,-120.4549,38.57567
0.0017646907,-120.094,38.62627
0.0028521905,-120.5208,38.8577
0.0019409407,-120.1582,38.90858
0.0022284407,-119.795,38.9581
0.0018796908,-120.223,39.19109
0.0022771908,-119.8581,39.24089
0.0020496906,-120.2885,39.4738
0.0022471908,-119.9218,39.5239
0.0034617586,-120.4549,38.57567
0.0019480087,-120.094,38.62627
0.0029980086,-120.5208,38.8577
0.0023005088,-120.1582,38.90858
0.0025330086,-119.795,38.9581
0.0024380086,-120.223,39.19109
0.0026317583,-119.8581,39.24089
0.0024205088,-120.2885,39.4738
0.0025142587,-119.9218,39.5239
0.0022840775,-120.4549,38.57567
0.0015390774,-120.094,38.62627
0.0020540773,-120.5208,38.8577
0.0017353275,-120.1582,38.90858
0.0019265774,-119.795,38.9581
0.0018203275,-120.223,39.19109
0.0019840775,-119.8581,39.24089
0.0018228274,-120.2885,39.4738
0.0021465775,-119.9218,39.5239
0.0028062486,-120.4549,38.57567
0.0016362485,-120.094,38.62627
0.0023699987,-120.5208,38.8577
0.0018837486,-120.1582,38.90858
0.0021974985,-119.795,38.9581
0.0020874985,-120.223,39.19109
0.0021662484,-119.8581,39.24089
0.0020112486,-120.2885,39.4738
0.0022749987,-119.9218,39.5239
0.0034722143,-120.4549,38.57567
0.0018559643,-120.094,38.62627
0.0029497142,-120.5208,38.8577
0.0020922143,-120.1582,38.90858
0.0023047144,-119.795,38.9581
0.0022997144,-120.223,39.19109
0.0024772142,-119.8581,39.24089
0.0022947143,-120.2885,39.4738
0.0025809642,-119.9218,39.5239
0.003939962,-120.4549,38.57567
0.0013412117,-120.094,38.62627
0.0031387117,-120.5208,38.8577
0.0017362116,-120.1582,38.90858
